method,lat,lon,wind_mph
gaussian,41.56657,-71.91414,27.5
gaussian,41.76107,-72.62914,30.1
gaussian,41.85882,-72.08853,29.3
gaussian,42.00873,-73.27685,34.2
gaussian,41.28312,-72.86839,19.3
gaussian,41.79201,-72.69998,30.9
gaussian,42.01713,-72.45887,35.6
gaussian,41.65931,-73.39363,27.8
gaussian,41.9899,-72.32809,33.2
gaussian,41.60918,-72.13128,27.5
gaussian,41.88816,-72.57555,31.6
gaussian,41.6669,-72.28941,28.2
gaussian,41.81777,-72.5206,30.3
gaussian,41.85156,-73.05346,31.7
gaussian,41.44279,-72.34741,22.1
gaussian,41.48554,-73.47282,24.6
gaussian,41.7829,-73.3051,30.6
gaussian,41.45746,-73.22575,20.2
gaussian,41.9633,-73.08488,34.3
gaussian,41.83345,-72.23249,28.9
gaussian,41.33734,-72.12087,23.3
gaussian,41.95763,-72.02113,29.0
gaussian,41.91601,-72.36085,33.1
gaussian,41.9589,-72.22456,32.7
gaussian,41.05416,-73.46463,18.7
gaussian,41.38127,-72.43308,22.2
gaussian,41.44223,-71.92888,25.2
gaussian,41.39304,-73.44516,17.2
gaussian,41.83426,-72.10042,28.8
gaussian,42.01125,-72.52735,35.6
gaussian,41.90432,-72.83758,32.0
gaussian,41.33472,-72.13893,24.3
gaussian,41.97098,-72.74135,35.4
gaussian,41.62217,-71.87805,28.1
gaussian,41.7249,-71.79495,28.4
gaussian,41.89712,-73.17112,32.6
gaussian,41.78947,-72.43151,30.3
gaussian,41.95298,-71.79833,28.5
gaussian,41.5077,-72.51137,23.1
gaussian,41.53934,-72.54042,22.6
gaussian,41.42611,-72.97863,21.7
gaussian,41.54584,-73.02628,24.0
gaussian,41.7618,-73.25462,30.8
gaussian,41.40621,-73.02832,20.1
gaussian,41.97547,-73.26255,34.8
gaussian,41.92747,-71.95488,26.4
gaussian,41.91697,-73.32939,32.7
gaussian,42.01205,-72.65809,35.4
gaussian,41.80833,-73.34275,31.6
gaussian,41.86386,-72.33262,30.3
gaussian,41.60125,-73.22635,24.6
gaussian,41.97999,-72.22127,33.5
gaussian,41.95057,-72.54315,33.7
gaussian,41.84257,-72.33075,29.1
gaussian,41.49204,-72.77295,21.7
gaussian,41.79248,-72.687,30.9
gaussian,41.64235,-72.69998,22.8
gaussian,41.49559,-72.25727,24.6
gaussian,41.73509,-73.02216,31.2
gaussian,41.8444,-72.82204,32.1
gaussian,41.96576,-73.37155,31.2
gaussian,41.67623,-73.43172,27.2
gaussian,41.49333,-72.50032,23.0
gaussian,41.59517,-71.935,27.5
gaussian,41.80375,-72.976,30.4
gaussian,41.81617,-72.79118,33.0
gaussian,41.6341,-72.23475,27.6
gaussian,41.94145,-72.76388,34.7
gaussian,41.70661,-73.45735,25.6
gaussian,41.80295,-73.40144,31.1
gaussian,41.91579,-72.27165,32.3
gaussian,41.97687,-73.1171,35.6
gaussian,41.75281,-73.21124,29.9
gaussian,41.89904,-71.99518,27.7
gaussian,41.46809,-72.99741,22.3
gaussian,41.8075,-72.68304,30.9
gaussian,41.97819,-72.86458,34.3
gaussian,41.83619,-73.408,31.7
gaussian,41.95781,-72.10187,29.7
gaussian,41.71781,-73.45214,27.6
gaussian,41.40662,-73.21094,18.1
gaussian,41.71219,-73.29863,27.2
gaussian,41.94567,-73.00502,32.7
gaussian,41.57178,-72.74878,21.9
gaussian,42.02483,-72.60438,35.0
gaussian,41.43364,-72.15244,26.2
gaussian,41.84974,-72.14694,29.5
gaussian,41.9107,-72.39078,33.6
gaussian,41.53094,-71.94279,27.6
gaussian,41.88793,-72.38484,32.8
gaussian,41.9705,-72.2468,33.9
gaussian,41.62001,-72.38241,26.5
gaussian,41.54604,-72.39365,24.2
gaussian,41.61851,-73.45063,25.5
gaussian,41.74904,-71.88387,26.9
gaussian,41.99269,-73.07314,34.5
gaussian,41.62489,-72.23869,27.6
gaussian,42.022,-72.61176,35.0
gaussian,41.90729,-73.0652,33.1
gaussian,41.78593,-73.08753,31.8
gaussian,41.8562,-72.65189,31.0
gaussian,42.01454,-72.43042,36.4
gaussian,41.40631,-71.89029,24.7
gaussian,41.75107,-72.57916,29.0
gaussian,41.61435,-72.82212,24.1
gaussian,42.01195,-73.4793,37.2
gaussian,41.7784,-73.37311,30.9
gaussian,41.60998,-71.97976,27.2
gaussian,41.37868,-71.92562,24.9
gaussian,41.98749,-73.20317,34.6
gaussian,41.424,-72.01089,25.1
gaussian,41.77847,-72.98037,30.8
gaussian,41.95985,-73.28253,34.8
gaussian,41.8615,-73.09414,31.7
gaussian,41.96355,-73.02569,32.7
gaussian,41.80782,-72.55764,30.2
gaussian,41.87683,-72.42537,33.1
gaussian,41.80219,-72.69697,30.9
gaussian,41.73738,-73.3091,28.6
gaussian,41.91343,-72.74182,34.0
gaussian,41.61541,-72.9148,22.3
gaussian,41.4735,-72.00056,25.9
gaussian,41.41801,-72.62847,22.6
gaussian,41.36575,-72.66675,20.8
gaussian,41.85268,-71.95243,26.9
gaussian,41.55223,-72.08455,27.1
gaussian,41.97456,-72.36171,33.8
gaussian,41.44818,-71.87571,24.8
gaussian,41.72547,-71.91612,26.6
gaussian,41.90968,-72.30131,31.9
gaussian,41.89394,-73.35748,32.0
gaussian,41.22103,-73.2403,15.0
gaussian,41.90428,-71.90814,26.5
gaussian,42.00151,-72.71407,35.9
gaussian,41.54195,-72.27938,25.0
gaussian,41.94105,-73.01593,32.7
gaussian,41.79085,-73.07178,31.8
gaussian,41.52871,-72.28228,25.0
gaussian,42.00355,-72.03854,29.8
gaussian,41.99086,-72.26811,33.9
gaussian,41.92531,-72.40011,33.6
gaussian,41.86169,-73.16222,31.4
gaussian,41.7133,-72.56282,28.9
gaussian,41.56483,-72.18229,27.4
gaussian,41.94103,-72.44517,34.1
gaussian,41.47079,-72.43676,24.2
gaussian,41.40009,-72.11483,25.6
gaussian,41.80733,-71.87904,27.7
gaussian,41.82946,-72.63135,30.3
gaussian,41.90991,-72.90601,34.7
gaussian,41.57751,-72.66122,19.9
gaussian,41.86654,-73.29918,33.0
gaussian,41.90306,-72.72455,33.2
gaussian,41.99907,-72.41248,36.4
gaussian,42.04419,-73.23343,36.2
gaussian,41.90306,-72.02331,28.3
gaussian,41.59638,-72.77916,22.2
gaussian,41.70001,-72.75397,25.9
gaussian,41.57003,-72.41546,23.9
gaussian,41.65292,-71.90438,28.4
gaussian,41.4681,-73.40029,23.7
gaussian,41.87219,-72.0204,28.5
gaussian,41.46323,-73.40073,23.7
gaussian,41.93315,-72.95397,34.1
gaussian,41.6814,-72.11684,27.6
gaussian,41.72346,-72.52395,29.8
gaussian,42.0122,-72.58941,35.0
gaussian,41.86582,-71.98211,27.6
gaussian,41.30837,-73.45052,13.9
gaussian,41.9512,-73.09161,34.3
gaussian,41.79859,-72.29987,28.7
gaussian,41.92382,-72.48883,32.9
gaussian,41.76079,-73.19491,31.1
gaussian,41.78204,-71.88476,26.6
gaussian,41.92371,-73.16431,33.9
gaussian,41.79743,-71.82286,28.3
gaussian,41.4347,-72.84794,18.6
gaussian,41.91257,-72.77395,33.7
gaussian,41.63468,-72.66167,20.4
gaussian,41.51216,-72.02325,26.8
gaussian,41.81087,-73.27617,32.2
gaussian,41.58696,-72.12878,27.5
gaussian,41.93068,-71.92572,26.1
gaussian,41.91913,-72.91715,34.7
gaussian,42.01997,-72.50251,35.1
gaussian,41.39045,-72.67063,19.8
gaussian,41.90274,-73.11353,33.1
gaussian,41.61214,-72.77789,22.9
gaussian,41.96747,-72.99352,35.3
gaussian,41.29631,-72.66284,22.4
gaussian,41.6418,-72.45739,24.6
gaussian,41.69261,-72.49335,28.1
gaussian,41.89694,-73.44,33.7
gaussian,41.46213,-72.47718,22.9
gaussian,41.89872,-72.05611,28.9
gaussian,41.37995,-73.35693,20.0
gaussian,41.7718,-72.33626,28.4
gaussian,41.95282,-71.92155,26.7
gaussian,41.81404,-72.08331,28.4
gaussian,41.83288,-71.80719,28.6
gaussian,41.89814,-72.58023,31.6
gaussian,41.59021,-71.85792,27.8
gaussian,41.67961,-72.05801,28.2
gaussian,41.78998,-72.76933,31.6
gaussian,41.65547,-72.3908,27.9
gaussian,41.62147,-73.35138,25.5
gaussian,42.01993,-71.90013,28.7
gaussian,41.02565,-73.53252,24.9
gaussian,41.59189,-73.43015,25.3
gaussian,41.45329,-71.80231,24.6
gaussian,41.68694,-71.93616,27.3
gaussian,41.99221,-73.27488,34.8
gaussian,41.83372,-72.69957,31.3
gaussian,42.00108,-73.27187,34.2
gaussian,41.37388,-72.80091,18.3
gaussian,42.04501,-73.47865,37.1
gaussian,41.96277,-72.90509,35.4
gaussian,41.98628,-73.06747,34.5
gaussian,41.71253,-72.32684,28.7
gaussian,41.38379,-72.04557,26.1
gaussian,41.88409,-72.96334,31.4
gaussian,41.36894,-72.20772,22.3
gaussian,42.02693,-73.3198,35.0
gaussian,41.44702,-72.13856,25.6
gaussian,41.74104,-72.96877,30.2
gaussian,41.71651,-72.22787,28.0
gaussian,41.45097,-72.68423,20.1
gaussian,41.42871,-72.02016,26.2
gaussian,41.70436,-72.81844,27.2
gaussian,41.60992,-72.42377,23.5
gaussian,41.78014,-72.46973,30.3
gaussian,41.80211,-72.87904,28.4
gaussian,41.88248,-72.78218,33.4
gaussian,41.82867,-73.14711,30.1
gaussian,41.7162,-71.84573,28.1
gaussian,41.78673,-73.39767,31.1
gaussian,41.86011,-72.87848,30.2
gaussian,41.56919,-72.58471,21.4
gaussian,41.90156,-72.69998,32.6
gaussian,41.8627,-72.8557,31.0
gaussian,41.8307,-71.95312,26.9
gaussian,41.55173,-72.14299,27.2
gaussian,41.57555,-71.91326,27.9
gaussian,41.85379,-73.10059,32.0
gaussian,41.3081,-72.53531,23.4
gaussian,41.63076,-72.34009,28.0
gaussian,41.66574,-73.46974,25.0
gaussian,41.41972,-71.99895,25.1
gaussian,41.8263,-72.66148,30.8
gaussian,42.03872,-73.44728,33.4
gaussian,41.97058,-72.01808,29.3
gaussian,41.35291,-73.20723,14.4
gaussian,41.75887,-72.6494,30.4
gaussian,41.61753,-71.97364,27.0
gaussian,42.01687,-71.91763,28.9
gaussian,41.81622,-72.16432,28.7
gaussian,41.92004,-72.26144,32.3
gaussian,41.79226,-73.28357,32.2
gaussian,41.52841,-72.19965,27.6
gaussian,41.66748,-73.18162,28.3
gaussian,41.74922,-72.83152,27.9
gaussian,41.86354,-73.14543,31.5
gaussian,41.69037,-73.14444,27.9
gaussian,41.95609,-73.13202,35.2
gaussian,41.6435,-72.75976,23.4
gaussian,41.57459,-73.32933,26.1
gaussian,41.73225,-72.61225,29.2
gaussian,41.96964,-73.1519,35.8
gaussian,42.0018,-72.21889,34.5
gaussian,41.40404,-72.61033,22.6
gaussian,41.48083,-72.82952,19.6
gaussian,41.35849,-72.42728,23.0
gaussian,41.4378,-72.13886,25.6
gaussian,41.98258,-73.0118,34.2
gaussian,41.88836,-73.25855,34.4
gaussian,41.92244,-72.75612,34.0
gaussian,41.92003,-73.39873,32.9
gaussian,41.62317,-72.57662,22.2
gaussian,41.68326,-72.67448,24.4
gaussian,41.64367,-73.42139,27.8
gaussian,41.7657,-73.07865,30.6
gaussian,41.34177,-72.04743,23.6
gaussian,41.76646,-73.01702,31.8
gaussian,41.71609,-72.71595,25.9
gaussian,41.8091,-72.92781,28.6
gaussian,41.98361,-72.10621,30.6
gaussian,42.00224,-73.20495,35.8
gaussian,41.66829,-72.2805,28.2
gaussian,41.39007,-72.51791,23.0
gaussian,42.00991,-72.206,33.8
gaussian,41.47742,-72.84222,19.2
gaussian,41.98523,-72.40451,35.1
gaussian,41.40422,-72.51112,23.1
gaussian,41.71382,-72.47032,29.4
gaussian,41.5765,-72.59187,21.2
gaussian,41.54925,-72.2867,28.4
gaussian,41.75633,-73.3262,30.9
gaussian,41.76668,-72.982,30.8
gaussian,41.91108,-72.8492,33.3
gaussian,41.78147,-72.67305,30.7
gaussian,41.99963,-72.48184,35.1
gaussian,41.85111,-72.96556,30.8
gaussian,41.75975,-72.14657,27.4
gaussian,41.94969,-72.8119,34.0
gaussian,42.0158,-72.86982,34.9
gaussian,41.50342,-72.42688,24.3
gaussian,42.00887,-73.48817,37.2
gaussian,41.98991,-72.78241,35.3
gaussian,41.7891,-72.14359,27.9
gaussian,41.77588,-72.59296,29.8
gaussian,41.71486,-71.79766,28.4
gaussian,41.87853,-72.83735,32.0
gaussian,41.78917,-72.14816,27.9
gaussian,41.78633,-73.13186,29.1
gaussian,41.96737,-72.70715,35.2
gaussian,41.99367,-72.81269,34.8
gaussian,42.03852,-73.15909,36.5
gaussian,41.67181,-71.90951,28.5
gaussian,41.87812,-73.37061,32.0
gaussian,41.3745,-73.47839,20.1
gaussian,42.0318,-73.24124,36.2
gaussian,41.7367,-71.92797,26.6
gaussian,41.64056,-72.97488,27.8
gaussian,41.85189,-72.211,29.9
gaussian,41.69639,-73.29576,27.2
gaussian,41.8002,-73.28945,32.2
gaussian,41.76885,-73.08096,30.6
gaussian,41.89077,-72.48665,32.0
gaussian,41.72109,-72.47343,30.0
gaussian,41.32556,-72.81989,19.2
gaussian,41.96703,-72.10558,30.6
gaussian,41.96595,-73.47619,35.5
gaussian,41.67699,-73.11903,27.5
gaussian,41.8575,-73.27321,33.4
gaussian,41.87342,-72.84825,31.0
gaussian,41.82764,-71.9848,27.6
gaussian,41.90099,-72.4941,32.0
gaussian,41.42166,-72.0534,25.8
gaussian,41.83035,-73.08608,31.9
gaussian,41.95005,-72.84737,34.4
gaussian,41.8692,-71.93336,26.5
gaussian,41.48411,-71.92395,26.3
gaussian,41.5247,-71.8963,27.7
gaussian,41.85912,-73.32502,31.6
gaussian,41.95361,-72.9325,35.0
gaussian,41.79756,-73.41112,31.1
gaussian,41.70057,-72.85371,26.2
gaussian,41.45894,-72.68801,20.9
gaussian,41.37774,-72.08562,25.7
gaussian,41.59063,-71.82556,28.2
gaussian,41.90172,-73.33879,32.4
gaussian,41.46185,-72.46465,23.5
gaussian,41.71367,-73.18551,29.0
gaussian,41.99987,-72.4536,35.6
gaussian,41.95492,-73.40023,32.7
gaussian,41.99034,-72.80015,34.8
gaussian,41.80774,-72.42996,30.3
gaussian,41.92104,-73.12143,33.6
gaussian,41.74967,-71.95029,26.4
gaussian,41.68918,-72.86907,25.8
gaussian,41.92218,-73.27547,33.7
gaussian,41.80731,-73.49365,30.0
gaussian,41.61785,-72.63801,20.4
gaussian,41.84166,-72.70684,31.6
gaussian,42.01414,-72.48602,35.1
gaussian,41.35279,-72.45579,23.1
gaussian,41.79422,-71.7935,28.5
gaussian,41.98396,-72.34696,33.8
gaussian,41.67438,-72.75628,24.8
gaussian,41.51129,-72.72034,21.2
gaussian,41.45846,-72.19323,25.8
gaussian,41.73811,-73.39017,28.3
gaussian,41.62181,-71.83817,28.4
gaussian,41.32585,-72.91208,19.0
gaussian,41.55238,-73.16374,25.3
gaussian,41.99517,-72.50627,35.6
gaussian,41.69039,-72.12071,27.6
gaussian,41.66504,-71.89121,28.5
gaussian,41.52293,-72.65353,21.6
gaussian,41.68528,-73.27421,26.9
gaussian,41.78705,-73.43137,31.3
gaussian,41.48727,-73.33185,24.6
gaussian,41.80361,-72.40971,30.3
gaussian,41.95086,-72.73341,34.4
gaussian,41.69728,-72.62693,27.3
gaussian,41.48775,-72.3619,24.1
gaussian,41.64218,-73.5057,26.5
gaussian,41.99631,-72.55086,35.3
gaussian,41.79685,-72.02428,28.2
gaussian,41.95427,-72.9923,34.1
gaussian,41.99208,-73.25294,33.6
gaussian,41.79582,-73.3687,31.0
gaussian,41.87049,-73.03975,31.7
gaussian,41.66684,-72.46762,28.6
gaussian,41.66037,-73.34768,25.3
gaussian,41.72594,-73.02944,31.1
gaussian,41.68804,-73.09862,27.5
gaussian,41.80457,-73.3932,31.1
gaussian,42.03104,-73.41286,33.0
gaussian,41.91114,-72.32595,32.0
gaussian,41.99437,-72.74849,35.4
gaussian,41.5601,-72.37546,24.2
gaussian,41.62751,-72.85622,24.4
gaussian,41.99917,-72.46387,35.6
gaussian,41.68161,-73.36404,26.6
gaussian,41.80111,-73.41133,31.1
gaussian,41.27894,-72.63024,22.8
gaussian,41.97914,-72.8549,34.3
gaussian,41.92515,-72.89718,32.8
gaussian,41.91411,-72.70392,33.7
gaussian,41.4227,-72.12852,25.6
gaussian,41.44862,-72.37715,23.0
gaussian,41.68902,-72.1487,27.5
gaussian,41.96931,-73.28182,34.8
gaussian,41.35284,-72.68398,19.9
gaussian,41.35192,-73.25496,14.3
gaussian,41.89496,-72.12462,29.8
gaussian,41.93473,-72.78572,33.7
gaussian,41.76662,-73.42704,28.2
gaussian,41.73335,-72.77068,27.6
gaussian,41.46379,-72.37716,23.8
gaussian,41.48512,-73.37572,24.7
gaussian,41.44191,-72.12247,25.6
gaussian,41.54531,-72.76224,21.9
gaussian,41.95168,-72.18115,32.0
gaussian,41.79157,-72.53492,30.2
gaussian,41.84329,-73.27999,33.1
gaussian,41.63108,-72.73915,22.1
gaussian,41.72602,-72.40892,29.3
gaussian,41.95272,-73.44946,33.5
gaussian,41.83128,-72.73317,31.6
gaussian,41.58969,-73.15482,26.0
gaussian,41.50721,-73.00743,23.8
gaussian,41.64747,-72.70926,23.2
gaussian,41.63201,-73.0083,26.0
gaussian,41.40653,-72.33066,21.5
gaussian,41.61295,-73.00707,26.0
gaussian,41.54902,-73.40551,25.8
gaussian,41.95098,-73.0316,33.4
gaussian,41.45982,-72.83627,19.2
gaussian,41.783,-73.46949,29.1
gaussian,41.92206,-73.36392,32.2
gaussian,41.59172,-72.15581,27.5
gaussian,41.50813,-73.24675,21.3
gaussian,41.8337,-73.10891,31.0
gaussian,41.66703,-72.43771,28.4
gaussian,41.74177,-72.51767,30.0
gaussian,41.38713,-72.81487,18.3
gaussian,42.0282,-73.20704,37.6
gaussian,41.53813,-73.24178,23.0
gaussian,41.91329,-73.27566,33.7
gaussian,41.60904,-73.41395,26.9
gaussian,42.0261,-73.13899,36.5
gaussian,41.61247,-71.83999,28.4
gaussian,41.74262,-73.00652,31.2
gaussian,41.72892,-73.02104,31.2
gaussian,41.61358,-71.89717,27.8
gaussian,41.55927,-71.89492,27.8
gaussian,41.47952,-72.3011,23.3
gaussian,41.92974,-71.93632,26.1
gaussian,41.57395,-71.9562,27.6
gaussian,41.68591,-72.85538,26.4
gaussian,41.68052,-73.16288,28.3
gaussian,41.82675,-71.86061,27.5
gaussian,41.46621,-73.36231,23.7
gaussian,41.93818,-72.89758,33.7
gaussian,41.4504,-72.42163,23.2
gaussian,41.82155,-72.0501,28.9
gaussian,41.98319,-73.36783,31.2
gaussian,41.58559,-73.0925,23.2
gaussian,41.59766,-73.26774,26.2
gaussian,41.91969,-72.20265,31.1
gaussian,41.87087,-72.95892,31.9
gaussian,41.47834,-73.20196,20.2
gaussian,41.5021,-73.42917,23.7
gaussian,41.98771,-71.84139,28.0
gaussian,41.9459,-72.20727,32.0
gaussian,41.76458,-72.59172,29.8
gaussian,41.91167,-72.7099,33.7
gaussian,41.67459,-72.85087,26.4
gaussian,41.58846,-73.03513,23.5
gaussian,41.51669,-72.55691,22.6
gaussian,41.91528,-72.41575,33.7
gaussian,41.4846,-73.47509,24.6
gaussian,41.679,-72.60987,23.2
gaussian,42.013,-72.03253,29.8
gaussian,41.58161,-73.44643,25.3
gaussian,41.82176,-72.41908,31.5
gaussian,41.86873,-72.58024,30.8
gaussian,41.96567,-72.21894,33.5
gaussian,42.01414,-72.49307,35.1
gaussian,42.02407,-73.29371,34.3
gaussian,41.80126,-72.67277,30.9
gaussian,42.00271,-72.33448,34.0
gaussian,41.35494,-73.25461,14.3
gaussian,41.87709,-72.84392,32.0
gaussian,41.83055,-73.27815,33.1
gaussian,41.67181,-73.02914,28.7
gaussian,41.86291,-72.78304,33.1
gaussian,41.93563,-72.94082,35.0
gaussian,42.03039,-73.25265,36.2
gaussian,41.84691,-72.81343,33.5
gaussian,41.89743,-73.31,33.3
gaussian,41.83884,-71.88942,26.8
gaussian,41.71578,-72.26191,28.0
gaussian,41.71763,-71.99757,27.0
gaussian,41.5407,-73.14776,24.2
gaussian,41.8173,-72.57836,30.4
gaussian,41.66336,-73.10478,26.1
gaussian,41.15701,-73.34788,14.3
gaussian,42.01201,-73.39934,31.5
gaussian,41.80671,-72.61955,30.5
gaussian,41.83191,-72.74729,32.1
gaussian,41.89002,-72.26648,31.3
gaussian,41.5468,-71.97148,27.6
gaussian,41.66827,-73.31994,26.8
gaussian,42.04191,-73.28721,35.1
gaussian,41.56837,-73.16063,25.3
gaussian,41.66167,-71.92072,27.5
gaussian,41.99005,-72.27677,33.7
gaussian,41.57072,-72.54674,22.2
gaussian,41.4328,-72.479,22.5
gaussian,41.45748,-72.20201,25.8
gaussian,41.49595,-73.51457,26.1
gaussian,41.52971,-72.82542,21.1
gaussian,41.10145,-73.46969,15.6
gaussian,41.28222,-72.6165,22.8
gaussian,41.85602,-72.89281,30.2
gaussian,41.90224,-72.88653,31.8
gaussian,41.89231,-72.93725,33.5
gaussian,41.73206,-72.28912,28.1
gaussian,41.75177,-72.917,26.8
gaussian,41.94519,-73.29343,32.0
gaussian,41.82771,-72.02252,28.6
gaussian,41.92726,-73.36017,32.2
gaussian,41.99095,-72.79892,35.3
gaussian,41.79086,-73.20087,32.2
gaussian,41.99878,-72.52267,35.6
gaussian,41.80702,-73.47298,31.3
gaussian,41.93752,-72.60119,33.5
gaussian,41.82796,-72.55194,30.6
gaussian,42.00825,-72.63991,35.4
gaussian,41.82941,-73.03882,31.2
gaussian,41.50994,-72.38737,24.3
gaussian,41.83461,-73.11934,31.0
gaussian,41.51972,-71.86427,28.1
gaussian,41.96215,-72.73928,34.7
gaussian,41.95358,-73.27976,34.8
gaussian,41.75329,-72.52788,30.0
gaussian,41.70774,-72.91219,26.2
gaussian,41.94203,-72.17059,30.8
gaussian,41.41546,-72.15074,23.2
gaussian,41.85355,-72.27908,30.3
gaussian,41.52776,-73.2748,24.2
gaussian,41.42376,-72.46809,21.9
gaussian,41.96904,-72.96405,35.3
gaussian,41.42334,-71.99571,25.1
gaussian,41.61245,-73.31748,26.2
gaussian,41.70964,-71.82421,28.1
gaussian,41.54767,-73.38671,26.9
gaussian,41.95583,-73.00369,32.7
gaussian,42.03822,-73.34579,34.5
gaussian,41.29132,-72.72822,21.6
gaussian,41.97582,-72.79473,35.3
gaussian,41.7007,-73.37607,27.3
gaussian,41.82831,-72.42536,31.5
gaussian,41.74941,-73.4076,28.3
gaussian,41.7174,-73.2612,27.3
gaussian,41.71895,-72.80044,27.2
gaussian,41.92583,-72.15155,30.4
gaussian,41.68751,-73.44788,27.2
gaussian,41.87364,-72.35434,31.2
gaussian,41.73781,-72.42379,29.3
gaussian,41.69885,-72.37475,29.0
gaussian,41.43111,-72.18518,22.7
gaussian,41.58251,-72.59108,21.2
gaussian,42.02597,-73.12162,36.9
gaussian,41.66973,-73.058,28.7
gaussian,41.4427,-72.92795,18.7
gaussian,41.8146,-73.0176,31.0
gaussian,41.8197,-73.1326,30.1
gaussian,41.59335,-72.27299,28.0
gaussian,41.97502,-72.46809,34.8
gaussian,41.20702,-73.14833,16.3
gaussian,41.72746,-72.91529,26.8
gaussian,42.00508,-71.88684,28.7
gaussian,41.837,-72.83248,29.4
gaussian,41.77199,-72.0901,28.1
gaussian,42.01369,-72.20204,33.8
gaussian,41.64162,-71.89414,28.4
gaussian,41.87606,-71.79709,28.2
gaussian,41.50209,-72.16142,27.0
gaussian,41.62642,-72.42095,23.5
gaussian,41.71421,-72.39061,29.0
gaussian,41.19198,-73.44891,14.4
gaussian,41.57084,-72.45211,22.9
gaussian,41.57503,-73.11544,24.5
gaussian,41.76109,-72.51645,30.0
gaussian,41.76683,-72.14787,27.4
gaussian,41.69884,-72.3774,29.0
gaussian,41.69921,-72.22602,28.0
exponential,41.62465,-72.38226,26.5
exponential,41.83094,-72.28223,29.6
exponential,41.86655,-72.86815,30.2
exponential,41.28778,-72.72762,21.6
exponential,41.9496,-73.00583,32.7
exponential,41.84378,-71.90868,26.8
exponential,41.72425,-73.0837,28.8
exponential,41.80899,-73.00593,31.0
exponential,41.36983,-72.91656,18.2
exponential,41.81271,-72.44197,30.4
exponential,41.36881,-72.08386,25.7
exponential,41.73369,-72.59686,29.0
exponential,41.78338,-72.20972,27.9
exponential,41.94569,-73.43181,33.5
exponential,41.92408,-72.48564,32.9
exponential,41.97505,-72.59927,34.3
exponential,42.00364,-73.02064,35.2
exponential,41.95787,-72.26707,33.1
exponential,41.97052,-73.14447,35.8
exponential,41.55987,-73.09519,24.0
exponential,41.73514,-72.68656,27.9
exponential,41.98264,-72.76006,35.4
exponential,41.92729,-73.02571,32.1
exponential,41.8166,-73.10901,31.0
exponential,41.34614,-72.88798,17.9
exponential,41.4743,-72.84362,19.2
exponential,41.9199,-73.10011,33.6
exponential,41.54018,-73.33332,25.8
exponential,41.55352,-72.24072,28.0
exponential,41.76169,-71.96372,26.6
exponential,41.94018,-72.63527,33.7
exponential,41.88415,-72.53223,31.8
exponential,41.89505,-72.48229,32.0
exponential,41.84709,-71.8131,28.5
exponential,41.99302,-72.22692,33.5
exponential,41.86576,-72.82146,33.5
exponential,41.75696,-72.54246,29.8
exponential,42.0024,-72.35605,34.3
exponential,41.90135,-72.76477,33.4
exponential,41.34047,-72.65834,20.8
exponential,41.90685,-72.49908,32.9
exponential,41.74664,-73.01089,31.2
exponential,42.02279,-72.15216,32.3
exponential,41.61921,-73.41671,26.9
exponential,41.69515,-72.30274,28.2
exponential,41.73442,-73.0095,31.2
exponential,41.50869,-72.95923,20.6
exponential,41.97329,-72.96095,35.5
exponential,42.00405,-73.22385,35.8
exponential,41.57249,-72.21981,28.0
exponential,41.8607,-72.27492,30.3
exponential,41.58148,-73.10821,24.5
exponential,41.91804,-73.02973,33.4
exponential,41.76041,-72.28365,27.8
exponential,41.77318,-72.86492,27.3
exponential,42.00655,-72.51982,35.6
exponential,41.78066,-72.62417,30.1
exponential,41.89035,-73.06397,32.2
exponential,41.66736,-72.29857,28.2
exponential,41.79689,-72.92083,28.6
exponential,41.92937,-72.64832,33.0
exponential,41.84094,-72.44212,31.1
exponential,41.84954,-72.62363,30.6
exponential,41.98082,-73.34981,31.3
exponential,41.59771,-71.91283,27.9
exponential,41.93747,-72.5508,33.7
exponential,41.85584,-73.26239,33.4
exponential,41.70291,-72.5748,28.4
exponential,41.96812,-72.6847,34.8
exponential,41.96197,-73.28911,34.8
exponential,41.84803,-72.35982,31.2
exponential,41.74817,-73.19221,30.1
exponential,41.49147,-72.78505,21.7
exponential,41.73065,-72.34631,28.6
exponential,41.53216,-72.33705,24.8
exponential,41.96819,-72.91288,35.5
exponential,41.99819,-72.03365,29.8
exponential,41.78853,-73.12277,29.8
exponential,41.92245,-72.29841,31.9
exponential,41.17333,-73.32612,14.3
exponential,41.99297,-72.40753,35.7
exponential,41.54972,-72.04647,26.8
exponential,41.86234,-72.07763,29.3
exponential,41.85153,-72.68421,32.0
exponential,41.85224,-73.11394,32.0
exponential,41.76472,-73.31206,30.6
exponential,41.93988,-73.24178,34.7
exponential,41.75432,-72.60308,29.2
exponential,41.74265,-72.97766,30.2
exponential,41.71329,-72.97032,29.1
exponential,41.93651,-72.17458,30.8
exponential,41.67903,-72.05303,28.2
exponential,42.00658,-73.27274,34.2
exponential,41.89743,-73.18564,32.6
exponential,41.93943,-72.61215,33.5
exponential,41.74156,-72.20313,27.2
exponential,41.60341,-72.30601,28.3
exponential,41.94593,-72.68862,34.1
exponential,41.95468,-72.69927,34.1
exponential,41.37422,-72.0995,25.7
exponential,41.84203,-73.22755,32.9
exponential,41.415,-73.14682,19.1
exponential,41.99576,-72.19562,33.8
exponential,41.83062,-72.05277,28.9
